occurrenceID,institutionCode,collectionCode,catalogNumber,recordNumber,basisOfRecord,recordedBy,recordedByID,organismRemarks,fieldNumber,year,month,day,eventDate,verbatimEventDate,habitat,eventRemarks,higherGeography,countryCode,continent,country,stateProvince,municipality,locality,verbatimElevation,mininumElevationInMeters,maxinumElevationInMeters,decimalLatitude,decimalLongitude,verbatimCoordinates,geodeticDatum,georreferenceProtocol,georreferencedBy,coordinatePrecision,identifiedBy,identifiedByID,scientificName,originalNameUsage,higherClassification,kingdom,phylum,class,order,family,genus,specificEpithet,identificationQualifier,taxonRank,scientificNameAuthorship,taxonomicStatus
AD3F5D4B-2BE3-8F4F-5AD4-E95D24189DD2,IMBIV,CORD,CORDC00011210,1774,PreservedSpecimen,"Hosseus, C.C.",,sobre tierra algo arenosa,Serie III.,1934,10,24,1934-10-24,24/10/1934,,,"South America | Argentina | Córdoba | Capital | Suburbios, Villa Belgrano, cerca del molino Viejo Tillard",AR,South America,Argentina,Córdoba,Capital,"Suburbios, Villa Belgrano, cerca del molino Viejo Tillard",,,,-31.357559,-64.253184,"31°21'27.2""S;64°15'11.5""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,,,
5DAEDAE3-3602-DB73-651D-8475F4C3951E,IMBIV,CORD,CORDC00011211,1775,PreservedSpecimen,"Hosseus, C.C.",,sobre tierra algo arenosa,Serie III.,1934,10,24,1934-10-24,24/10/1934,,,"South America | Argentina | Córdoba | Capital | Suburbios, Villa Belgrano, cerca del molino Viejo Tillard",AR,South America,Argentina,Córdoba,Capital,"Suburbios, Villa Belgrano, cerca del molino Viejo Tillard",,,,-31.357559,-64.253184,"31°21'27.2""S;64°15'11.5""W",WGS84,,,,,,Funaria hygrometrica,Funaria hygrometrica,,Plantae,Bryophyta,Bryopsida,Funariales,Funariaceae,Funaria,,,,Hedw.,
FB7B27F8-1489-624B-49D7-D232605143FA,IMBIV,CORD,CORDC00011212,1776,PreservedSpecimen,"Hosseus, C.C.",,sobre tierra algo arenosa,Serie III.,1934,10,24,1934-10-24,24/10/1934,,,"South America | Argentina | Córdoba | Capital | Suburbios, Villa Belgrano, cerca del molino Viejo Tillard",AR,South America,Argentina,Córdoba,Capital,"Suburbios, Villa Belgrano, cerca del molino Viejo Tillard",,,,-31.357559,-64.253184,"31°21'27.2""S;64°15'11.5""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,,,
301B0726-E353-8B62-393F-36B23AE258B1,IMBIV,CORD,CORDC00011213,1777,PreservedSpecimen,"Hosseus, C.C.",,sobre tierra algo arenosa,Serie III.,1934,10,24,1934-10-24,24/10/1934,,,"South America | Argentina | Córdoba | Capital | Suburbios, Villa Belgrano, cerca del molino Viejo Tillard",AR,South America,Argentina,Córdoba,Capital,"Suburbios, Villa Belgrano, cerca del molino Viejo Tillard",,,,-31.357559,-64.253184,"31°21'27.2""S;64°15'11.5""W",WGS84,,,,,,Barbula Hedw.,Barbula Hedw.,,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Barbula,,,,Hedw.,
B4E5F182-B15A-5FE3-1CE6-1625F1258363,IMBIV,CORD,CORDC00011214,1778,PreservedSpecimen,"Hosseus, C.C.",,sobre tierra algo arenosa,Serie III.,1934,10,24,1934-10-24,24/10/1934,,,"South America | Argentina | Córdoba | Capital | Suburbios, Villa Belgrano, cerca del molino Viejo Tillard",AR,South America,Argentina,Córdoba,Capital,"Suburbios, Villa Belgrano, cerca del molino Viejo Tillard",,,,-31.357559,-64.253184,"31°21'27.2""S;64°15'11.5""W",WGS84,,,,,,Barbula Hedw.,Barbula Hedw.,,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Barbula,,,,Hedw.,
A7D48ABD-4209-A21E-31B1-E263E173DB8E,IMBIV,CORD,CORDC00011215,1779,PreservedSpecimen,"Hosseus, C.C.",,sobre tierra algo arenosa,Serie III.,1934,10,24,1934-10-24,24/10/1934,,,"South America | Argentina | Córdoba | Capital | Suburbios, Villa Belgrano, cerca del molino Viejo Tillard",AR,South America,Argentina,Córdoba,Capital,"Suburbios, Villa Belgrano, cerca del molino Viejo Tillard",,,,-31.357559,-64.253184,"31°21'27.2""S;64°15'11.5""W",WGS84,,,,,,Barbula Hedw.,Barbula Hedw.,,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Barbula,,,,Hedw.,
C7BF79BD-971A-4D84-5F3C-E7FAF8425B9D,IMBIV,CORD,CORDC00011216,1780,PreservedSpecimen,"Hosseus, C.C.",,sobre tierra algo arenosa,Serie III.,1934,10,24,1934-10-24,24/10/1934,,,"South America | Argentina | Córdoba | Capital | Suburbios, Villa Belgrano, cerca del molino Viejo Tillard",AR,South America,Argentina,Córdoba,Capital,"Suburbios, Villa Belgrano, cerca del molino Viejo Tillard",,,,-31.357559,-64.253184,"31°21'27.2""S;64°15'11.5""W",WGS84,,,,,,Physcomitrium (Brid.) Brid.,Physcomitrium,,Plantae,Bryophyta,Bryopsida,,,,,,,(Brid.) Brid.,
38A14C27-DCD1-2CF1-57D1-5D091A2FCBE0,IMBIV,CORD,CORDC00011217,1781,PreservedSpecimen,"Hosseus, C.C.",,sobre tierra algo arenosa,Serie III.,1934,10,24,1934-10-24,24/10/1934,,,"South America | Argentina | Córdoba | Capital | Suburbios, Villa Belgrano, cerca del molino Viejo Tillard",AR,South America,Argentina,Córdoba,Capital,"Suburbios, Villa Belgrano, cerca del molino Viejo Tillard",,,,-31.357559,-64.253184,"31°21'27.2""S;64°15'11.5""W",WGS84,,,,,,Physcomitrium (Brid.) Brid.,Physcomitrium,,Plantae,Bryophyta,Bryopsida,,,,,,,(Brid.) Brid.,
3E4FD793-C345-96F0-9C53-8D1652A74373,IMBIV,CORD,CORDC00011218,1782,PreservedSpecimen,"Hosseus, C.C.",,sobre tierra algo arenosa,Serie III.,1934,10,24,1934-10-24,24/10/1934,,,"South America | Argentina | Córdoba | Capital | Suburbios, Villa Belgrano, cerca del molino Viejo Tillard",AR,South America,Argentina,Córdoba,Capital,"Suburbios, Villa Belgrano, cerca del molino Viejo Tillard",,,,-31.357559,-64.253184,"31°21'27.2""S;64°15'11.5""W",WGS84,,,,,,Bryum argenteum Hedw.,Bryum argenteum,,Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Bryum,,,,Hedw.,
84C5DBEF-926A-B6E5-D272-3793A79F7F19,IMBIV,CORD,CORDC00011219,1782A,PreservedSpecimen,"Hosseus, C.C.",,sobre tierra algo arenosa,Serie III.,1934,10,24,1934-10-24,24/10/1934,,,"South America | Argentina | Córdoba | Capital | Suburbios, Villa Belgrano, cerca del molino Viejo Tillard",AR,South America,Argentina,Córdoba,Capital,"Suburbios, Villa Belgrano, cerca del molino Viejo Tillard",,,,-31.357559,-64.253184,"31°21'27.2""S;64°15'11.5""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,,,
11EB4789-E268-CBD1-41CA-F92F26B9CCD5,IMBIV,CORD,CORDC00011220,1783,PreservedSpecimen,"Hosseus, C.C.",,sobre tierra algo arenosa,Serie III.,1934,10,24,1934-10-24,24/10/1934,,,"South America | Argentina | Córdoba | Capital | Suburbios, Villa Belgrano, cerca del molino Viejo Tillard",AR,South America,Argentina,Córdoba,Capital,"Suburbios, Villa Belgrano, cerca del molino Viejo Tillard",,,,-31.357559,-64.253184,"31°21'27.2""S;64°15'11.5""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,,,
D46FA19B-72D1-2652-6181-C8C6AB3C4A56,IMBIV,CORD,CORDC00011221,1784,PreservedSpecimen,"Hosseus, C.C.",,sobre tierra algo arenosa,Serie III.,1934,10,24,1934-10-24,24/10/1934,,,"South America | Argentina | Córdoba | Capital | Suburbios, Villa Belgrano, cerca del molino Viejo Tillard",AR,South America,Argentina,Córdoba,Capital,"Suburbios, Villa Belgrano, cerca del molino Viejo Tillard",,,,-31.357559,-64.253184,"31°21'27.2""S;64°15'11.5""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,,,
B3086F18-34CD-2F40-6895-B5D4F93F50B8,IMBIV,CORD,CORDC00011222,1785,PreservedSpecimen,"Hosseus, C.C.",,sobre tierra algo arenosa,Serie III.,1934,10,24,1934-10-24,24/10/1934,,,"South America | Argentina | Córdoba | Capital | Suburbios, Villa Belgrano, cerca del molino Viejo Tillard",AR,South America,Argentina,Córdoba,Capital,"Suburbios, Villa Belgrano, cerca del molino Viejo Tillard",,,,-31.357559,-64.253184,"31°21'27.2""S;64°15'11.5""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,,,
A0BFE267-C85F-F6EB-43DA-1FB84FA8CE58,IMBIV,CORD,CORDC00011223,1785A,PreservedSpecimen,"Hosseus, C.C.",,sobre tierra algo arenosa,Serie III.,1934,10,24,1934-10-24,24/10/1934,,,"South America | Argentina | Córdoba | Capital | Suburbios, Villa Belgrano, cerca del molino Viejo Tillard",AR,South America,Argentina,Córdoba,Capital,"Suburbios, Villa Belgrano, cerca del molino Viejo Tillard",,,,-31.357559,-64.253184,"31°21'27.2""S;64°15'11.5""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,,,
751C1A3C-5E31-2802-63E6-BDA163C54AE1,IMBIV,CORD,CORDC00011224,1786,PreservedSpecimen,"Hosseus, C.C.",,sobre tierra oscura,Serie III.,1936,7,12,1936-7-12,12/7/1936,,,"South America | Argentina | Córdoba | Capital | Córdoba, Rio Primero",AR,South America,Argentina,Córdoba,Capital,"Córdoba, Rio Primero",,,,-31.419858,-64.187642,"31°25'11.5""S;64°11'15.5""W",WGS84,,,,,,Fissidens Hedw.,Fissidens Hedw.,,Plantae,Bryophyta,Bryopsida,Fissidentales,Fissidentaceae,Fissidens,,,,Hedw.,
1C8A18DF-16F2-2A94-16DC-30AFDCEDA47D,IMBIV,CORD,CORDC00011225,1787,PreservedSpecimen,"Hosseus, C.C.",,sobre tierra oscura,Serie III.,1936,7,12,1936-7-12,12/7/1936,,,"South America | Argentina | Córdoba | Capital | Córdoba, Rio Primero",AR,South America,Argentina,Córdoba,Capital,"Córdoba, Rio Primero",,,,-31.419858,-64.187642,"31°25'11.5""S;64°11'15.5""W",WGS84,,,,,,Fissidens Hedw.,Fissidens Hedw.,,Plantae,Bryophyta,Bryopsida,Fissidentales,Fissidentaceae,Fissidens,,,,Hedw.,
92314546-F461-F0AE-CBF6-ED32C17D7B46,IMBIV,CORD,CORDC00011226,1788,PreservedSpecimen,"Hosseus, C.C.",,sobre tierra fértil,Serie III.,1936,7,12,1936-7-12,12/7/1936,,,"South America | Argentina | Córdoba | Capital | Córdoba, Rio Primero",AR,South America,Argentina,Córdoba,Capital,"Córdoba, Rio Primero",,,,-31.419858,-64.187642,"31°25'11.5""S;64°11'15.5""W",WGS84,,,,,,Physcomitrium (Brid.) Brid.,Physcomitrium,,Plantae,Bryophyta,Bryopsida,,,,,,,(Brid.) Brid.,
1B9DEE58-414C-4953-D03D-72424291FD80,IMBIV,CORD,CORDC00011227,1789,PreservedSpecimen,"Hosseus, C.C.",,sobre tierra fértil,Serie III.,1936,7,12,1936-7-12,12/7/1936,,,"South America | Argentina | Córdoba | Capital | Córdoba, Rio Primero",AR,South America,Argentina,Córdoba,Capital,"Córdoba, Rio Primero",,,,-31.419858,-64.187642,"31°25'11.5""S;64°11'15.5""W",WGS84,,,,,,Barbula Hedw.,Barbula Hedw.,,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Barbula,,,,Hedw.,
B42196B5-FBFE-5142-9E50-D2CE5017F0E5,IMBIV,CORD,CORDC00011228,1790,PreservedSpecimen,"Hosseus, C.C.",,sobre tierra fértil,Serie III.,1936,7,12,1936-7-12,12/7/1936,,,"South America | Argentina | Córdoba | Capital | Córdoba, Rio Primero",AR,South America,Argentina,Córdoba,Capital,"Córdoba, Rio Primero",,,,-31.419858,-64.187642,"31°25'11.5""S;64°11'15.5""W",WGS84,,,,,,Barbula Hedw.,Barbula Hedw.,,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Barbula,,,,Hedw.,
B711825D-42F7-3848-CF85-303FE279D98C,IMBIV,CORD,CORDC00011229,1791,PreservedSpecimen,"Hosseus, C.C.",,sobre tierra fértil,Serie III.,1936,7,12,1936-7-12,12/7/1936,,,"South America | Argentina | Córdoba | Capital | Córdoba, Rio Primero",AR,South America,Argentina,Córdoba,Capital,"Córdoba, Rio Primero",,,,-31.419858,-64.187642,"31°25'11.5""S;64°11'15.5""W",WGS84,,,,,,Physcomitrium (Brid.) Brid.,Physcomitrium,,Plantae,Bryophyta,Bryopsida,,,,,,,(Brid.) Brid.,
A3E403F8-3468-2537-1EB2-A5DB74715A85,IMBIV,CORD,CORDC00011230,1792,PreservedSpecimen,"Hosseus, C.C.",,sobre tierra fértil,Serie III.,1936,7,12,1936-7-12,12/7/1936,,,"South America | Argentina | Córdoba | Capital | Córdoba, Rio Primero",AR,South America,Argentina,Córdoba,Capital,"Córdoba, Rio Primero",,,,-31.419858,-64.187642,"31°25'11.5""S;64°11'15.5""W",WGS84,,,,,,Physcomitrium (Brid.) Brid.,Physcomitrium,,Plantae,Bryophyta,Bryopsida,,,,,,,(Brid.) Brid.,
31541DBC-86AE-E7AB-FE20-A2FB25F389D2,IMBIV,CORD,CORDC00011231,1793,PreservedSpecimen,"Hosseus, C.C.",,sobre tierra fértil,Serie III.,1936,7,12,1936-7-12,12/7/1936,,,"South America | Argentina | Córdoba | Capital | Córdoba, Rio Primero",AR,South America,Argentina,Córdoba,Capital,"Córdoba, Rio Primero",,,,-31.419858,-64.187642,"31°25'11.5""S;64°11'15.5""W",WGS84,,,,,,Fissidens Hedw.,Fissidens Hedw.,,Plantae,Bryophyta,Bryopsida,Fissidentales,Fissidentaceae,Fissidens,,,,Hedw.,
C27B0EBD-4584-25BD-80FB-C48AF60A19FD,IMBIV,CORD,CORDC00011232,1794,PreservedSpecimen,"Hosseus, C.C.",,sobre raices cerca del suelo,Serie III.,1936,7,12,1936-7-12,12/7/1936,,,"South America | Argentina | Córdoba | Capital | Córdoba, Rio Primero",AR,South America,Argentina,Córdoba,Capital,"Córdoba, Rio Primero",,,,-31.419858,-64.187642,"31°25'11.5""S;64°11'15.5""W",WGS84,,,,,,Dimerodontium Mitt.,Dimerodontium,,Plantae,Bryophyta,Bryopsida,Hypnales,Fabroniaceae,Dimerodontium,,,,Mitt.,
358B3871-2E6D-9840-CAD9-435A8F496427,IMBIV,CORD,CORDC00011233,1794A,PreservedSpecimen,"Hosseus, C.C.",,sobre raices en la tierra,Serie III.,1936,7,12,1936-7-12,12/7/1936,,,"South America | Argentina | Córdoba | Capital | Córdoba, Rio Primero",AR,South America,Argentina,Córdoba,Capital,"Córdoba, Rio Primero",,,,-31.419858,-64.187642,"31°25'11.5""S;64°11'15.5""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,,,
D5498C2E-B757-D87E-CBED-3B9376375689,IMBIV,CORD,CORDC00011234,1795,PreservedSpecimen,"Hosseus, C.C.",,sobre tierra,Serie III.,1936,5,1,1936-5-1,1/5/1936,,,"South America | Argentina | Córdoba | Punilla | Alrededores de la Estafeta Nueva (Pedrera), ca. 2000 msnm",AR,South America,Argentina,Córdoba,Punilla,"Alrededores de la Estafeta Nueva (Pedrera), ca. 2000 msnm",,,,-31.200493,-64.546556,"31°12'01.8""S;64°32'47.6""W",WGS84,,,,,,Anomobryum,Anomobryum,,Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Anomobryum,,,,Schimp.,
B0180B2A-E091-871F-9A60-D89C06C14CF2,IMBIV,CORD,CORDC00011235,1796,PreservedSpecimen,"Hosseus, C.C.",,sobre tierra,Serie III.,1936,5,1,1936-5-1,1/5/1936,,,"South America | Argentina | Córdoba | Punilla | Alrededores de la Estafeta Casa Nueva (Pedernera), ca. 2000 msnm",AR,South America,Argentina,Córdoba,Punilla,"Alrededores de la Estafeta Casa Nueva (Pedernera), ca. 2000 msnm",,,,-31.200493,-64.546556,"31°12'01.8""S;64°32'47.6""W",WGS84,,,,,,Bryum argenteum Hedw.,Bryum argenteum,,Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Bryum,,,,Hedw.,
CEFA62A9-1F67-6DF9-A028-842E5BEFDEBC,IMBIV,CORD,CORDC00011237,1797,PreservedSpecimen,"Hosseus, C.C.",,sobre tierra,Serie III.,1936,5,1,1936-5-1,1/5/1936,,,"South America | Argentina | Córdoba | Punilla | Alrededores de la Estafeta Casa Nueva (Pedernera), ca. 2000 msnm",AR,South America,Argentina,Córdoba,Punilla,"Alrededores de la Estafeta Casa Nueva (Pedernera), ca. 2000 msnm",,,,-31.200493,-64.546556,"31°12'01.8""S;64°32'47.6""W",WGS84,,,,,,Bryum argenteum Hedw.,Bryum argenteum,,Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Bryum,,,,Hedw.,
3D808A16-B4BF-2A1C-1032-9C15D7CD4F61,IMBIV,CORD,CORDC00011237,1798,PreservedSpecimen,"Hosseus, C.C.",,sobre tierra,Serie III.,1936,5,1,1936-5-1,1/5/1936,,,"South America | Argentina | Córdoba | Punilla | Alrededores de la Estafeta Casa Nueva (Pedernera), ca. 2000 msnm",AR,South America,Argentina,Córdoba,Punilla,"Alrededores de la Estafeta Casa Nueva (Pedernera), ca. 2000 msnm",,,,-31.200493,-64.546556,"31°12'01.8""S;64°32'47.6""W",WGS84,,,,,,Bryum argenteum Hedw.,Bryum argenteum,,Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Bryum,,,,Hedw.,
DE3E1A9B-F281-6142-A78A-87490DAB064F,IMBIV,CORD,CORDC00011238,1799,PreservedSpecimen,"Hosseus, C.C.",,sobre tierra,Serie III.,1936,5,1,1936-5-1,1/5/1936,,,"South America | Argentina | Córdoba | Punilla | Alrededores de la Estafeta Casa Nueva (Pedernera), ca. 2000 msnm",AR,South America,Argentina,Córdoba,Punilla,"Alrededores de la Estafeta Casa Nueva (Pedernera), ca. 2000 msnm",,,,-31.200493,-64.546556,"31°12'01.8""S;64°32'47.6""W",WGS84,,,,,,Bryum argenteum Hedw.,Bryum argenteum,,Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Bryum,,,,Hedw.,
8A9BE460-187E-7083-3A50-C29CE497B847,IMBIV,CORD,CORDC00011239,1800,PreservedSpecimen,"Hosseus, C.C.",,sobre tierra,Serie III.,1936,5,1,1936-5-1,1/5/1936,,,"South America | Argentina | Córdoba | Punilla | Alrededores de la Estafeta Casa Nueva (Pedernera), ca. 2000 msnm",AR,South America,Argentina,Córdoba,Punilla,"Alrededores de la Estafeta Casa Nueva (Pedernera), ca. 2000 msnm",,,,-31.200493,-64.546556,"31°12'01.8""S;64°32'47.6""W",WGS84,,,,,,Fissidens Hedw.,Fissidens Hedw.,,Plantae,Bryophyta,Bryopsida,Fissidentales,Fissidentaceae,Fissidens,,,,Hedw.,
7ED69726-187D-AE08-F1B1-5D2BE2A53890,IMBIV,CORD,CORDC00011240,1801,PreservedSpecimen,"Hosseus, C.C.",,sobre tierra,Serie III.,1936,5,1,1936-5-1,1/5/1936,,,"South America | Argentina | Córdoba | Punilla | Alrededores de la Estafeta Casa Nueva (Pedernera), ca. 2000 msnm",AR,South America,Argentina,Córdoba,Punilla,"Alrededores de la Estafeta Casa Nueva (Pedernera), ca. 2000 msnm",,,,-31.200493,-64.546556,"31°12'01.8""S;64°32'47.6""W",WGS84,,,,,,Fissidens Hedw.,Fissidens Hedw.,,Plantae,Bryophyta,Bryopsida,Fissidentales,Fissidentaceae,Fissidens,,,,Hedw.,
BA1C25C2-C5B9-B36A-503E-CF614A01804A,IMBIV,CORD,CORDC00011241,1802,PreservedSpecimen,"Hosseus, C.C.",,sobre tierra,Serie III.,1936,5,1,1936-5-1,1/5/1936,,,"South America | Argentina | Córdoba | Punilla | Alrededores de la Estafeta Casa Nueva (Pedernera), ca. 2000 msnm",AR,South America,Argentina,Córdoba,Punilla,"Alrededores de la Estafeta Casa Nueva (Pedernera), ca. 2000 msnm",,,,-31.200493,-64.546556,"31°12'01.8""S;64°32'47.6""W",WGS84,,,,,,Campylopus,Campylopus,,Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Campylopus,,,,Brid.,
AB0BE841-A52D-5D82-8EBA-4DA1E9826195,IMBIV,CORD,CORDC00011242,1803,PreservedSpecimen,"Hosseus, C.C.",,sobre tierra,Serie III.,1936,5,1,1936-5-1,1/5/1936,,,"South America | Argentina | Córdoba | Punilla | Alrededores de la Estafeta Casa Nueva (Pedernera), ca. 2000 msnm",AR,South America,Argentina,Córdoba,Punilla,"Alrededores de la Estafeta Casa Nueva (Pedernera), ca. 2000 msnm",,,,-31.200493,-64.546556,"31°12'01.8""S;64°32'47.6""W",WGS84,,,,,,Campylopus,Campylopus,,Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Campylopus,,,,Brid.,
1C4F8C7D-9B1C-25A3-0716-919402859E91,IMBIV,CORD,CORDC00011243,1804,PreservedSpecimen,"Hosseus, C.C.",,sobre tierra,Serie III.,1936,5,1,1936-5-1,1/5/1936,,,"South America | Argentina | Córdoba | Punilla | Alrededores de la Estafeta Casa Nueva (Pedernera), ca. 2000 msnm",AR,South America,Argentina,Córdoba,Punilla,"Alrededores de la Estafeta Casa Nueva (Pedernera), ca. 2000 msnm",,,,-31.200493,-64.546556,"31°12'01.8""S;64°32'47.6""W",WGS84,,,,,,Campylopus,Campylopus,,Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Campylopus,,,,Brid.,
28242EF0-E5FA-494F-AF9D-125E2F6FD675,IMBIV,CORD,CORDC00011244,1805,PreservedSpecimen,"Hosseus, C.C.",,sobre tierra,Serie III.,1936,5,1,1936-5-1,1/5/1936,,,"South America | Argentina | Córdoba | Punilla | Alrededores de la Estafeta Casa Nueva (Pedernera), ca. 2000 msnm",AR,South America,Argentina,Córdoba,Punilla,"Alrededores de la Estafeta Casa Nueva (Pedernera), ca. 2000 msnm",,,,-31.200493,-64.546556,"31°12'01.8""S;64°32'47.6""W",WGS84,,,,,,Campylopus,Campylopus,,Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Campylopus,,,,Brid.,
B791E5B8-9D93-FDE7-AC50-A9460F41EA95,IMBIV,CORD,CORDC00011245,1806,PreservedSpecimen,"Hosseus, C.C.",,sobre tierra,Serie III.,1936,5,1,1936-5-1,1/5/1936,,,"South America | Argentina | Córdoba | Punilla | Alrededores de la Estafeta Casa Nueva (Pedernera), ca. 2000 msnm",AR,South America,Argentina,Córdoba,Punilla,"Alrededores de la Estafeta Casa Nueva (Pedernera), ca. 2000 msnm",,,,-31.200493,-64.546556,"31°12'01.8""S;64°32'47.6""W",WGS84,,,,,,Campylopus,Campylopus,,Plantae,Bryophyta,Bryopsida,Dicranales,Dicranaceae,Campylopus,,,,Brid.,
3A89FC9E-A98E-83B7-D3D8-3423B1AED5BC,IMBIV,CORD,CORDC00011246,1807,PreservedSpecimen,"Hosseus, C.C.",,sobre tierra,Serie III.,1936,5,1,1936-5-1,1/5/1936,,,"South America | Argentina | Córdoba | Punilla | Alrededores de la Estafeta Casa Nueva (Pedernera), ca. 2000 msnm",AR,South America,Argentina,Córdoba,Punilla,"Alrededores de la Estafeta Casa Nueva (Pedernera), ca. 2000 msnm",,,,-31.200493,-64.546556,"31°12'01.8""S;64°32'47.6""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,,,
D73CEAD4-AEB6-E8AD-9D0B-352CB4710D18,IMBIV,CORD,CORDC00011247,1808,PreservedSpecimen,"Hosseus, C.C.",,sobre tierra,Serie III.,1936,5,1,1936-5-1,1/5/1936,,,"South America | Argentina | Córdoba | Punilla | Alrededores de la Estafeta Casa Nueva (Pedernera), ca. 2000 msnm",AR,South America,Argentina,Córdoba,Punilla,"Alrededores de la Estafeta Casa Nueva (Pedernera), ca. 2000 msnm",,,,-31.200493,-64.546556,"31°12'01.8""S;64°32'47.6""W",WGS84,,,,,,Fissidens Hedw.,Fissidens Hedw.,,Plantae,Bryophyta,Bryopsida,Fissidentales,Fissidentaceae,Fissidens,,,,Hedw.,
9ABEC0B0-1AE6-D3B7-D6F2-B0420FD1BDA7,IMBIV,CORD,CORDC00011248,1810,PreservedSpecimen,"Hosseus, C.C.",,sobre tierra,Serie III.,1936,5,1,1936-5-1,1/5/1936,,,"South America | Argentina | Córdoba | Punilla | Alrededores de la Estafeta Casa Nueva (Pedernera), ca. 2000 msnm",AR,South America,Argentina,Córdoba,Punilla,"Alrededores de la Estafeta Casa Nueva (Pedernera), ca. 2000 msnm",,,,-31.200493,-64.546556,"31°12'01.8""S;64°32'47.6""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,,,
160597D6-1AE4-669B-73D3-354A9DFFA824,IMBIV,CORD,CORDC00011249,1811,PreservedSpecimen,"Hosseus, C.C.",,sobre tierra,Serie III.,1936,5,1,1936-5-1,1/5/1936,,,"South America | Argentina | Córdoba | Punilla | Alrededores de la Estafeta Casa Nueva (Pedernera), ca. 2000 msnm",AR,South America,Argentina,Córdoba,Punilla,"Alrededores de la Estafeta Casa Nueva (Pedernera), ca. 2000 msnm",,,,-31.200493,-64.546556,"31°12'01.8""S;64°32'47.6""W",WGS84,,,,,,Bryum Hedw.,Bryum,,Plantae,Bryophyta,Bryopsida,Bryales,Bryaceae,Bryum,,,,Hedw.,
348282DC-CAD1-8DFD-5081-4370712F59B0,IMBIV,CORD,CORDC00011250,1812,PreservedSpecimen,"Hosseus, C.C.",,sobre tierra,Serie III.,1936,5,1,1936-5-1,1/5/1936,,,"South America | Argentina | Córdoba | Punilla | Alrededores de la Estafeta Casa Nueva (Pedernera), ca. 2000 msnm",AR,South America,Argentina,Córdoba,Punilla,"Alrededores de la Estafeta Casa Nueva (Pedernera), ca. 2000 msnm",,,,-31.200493,-64.546556,"31°12'01.8""S;64°32'47.6""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,,,
42EBE963-E717-A4AC-D946-50B8C60E80D0,IMBIV,CORD,CORDC00011251,1813,PreservedSpecimen,"Hosseus, C.C.",,sobre tierra,Serie III.,1936,5,1,1936-5-1,1/5/1936,,,"South America | Argentina | Córdoba | Punilla | Alrededores de la Estafeta Casa Nueva (Pedernera), ca. 2000 msnm",AR,South America,Argentina,Córdoba,Punilla,"Alrededores de la Estafeta Casa Nueva (Pedernera), ca. 2000 msnm",,,,-31.200493,-64.546556,"31°12'01.8""S;64°32'47.6""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,,,
1FE8A07D-2146-E6A5-FE75-6BE2C919D329,IMBIV,CORD,CORDC00011252,1814,PreservedSpecimen,"Hosseus, C.C.",,sobre tierra,Serie III.,1936,5,1,1936-5-1,1/5/1936,,,"South America | Argentina | Córdoba | Punilla | Alrededores de la Estafeta Casa Nueva (Pedernera), ca. 2000 msnm",AR,South America,Argentina,Córdoba,Punilla,"Alrededores de la Estafeta Casa Nueva (Pedernera), ca. 2000 msnm",,,,-31.200493,-64.546556,"31°12'01.8""S;64°32'47.6""W",WGS84,,,,,,,,,Plantae,Bryophyta,,,,,,,,,
